ID	EBV
3DD.003E090FED_CX-9	0.249
3DD.003E2A3200_CX-128	-0.011
3DD.003E2A2BEB_CX-72	0.961
3DD.003E0911A9_CX-30	-0.243
3DD.003E2A2C28_CX-86	-0.488
3DD.003E09103F_CX-12	0.4
3DD.003E2A31D1_CX-128	-0.004
3DD.003E091044_CX-12	0.42
3DD.003E2A2C1E_CX-77	0.539
3DD.003E2A3251_CX-147	-0.11
3DD.003E2A2D7D_CX-36	-0.298
3DD.003E2A2C0F_CX-70	-0.137
3DD.003E2A31CE_CX-134	0.165
3DD.003E2A2D37_CX-115	-0.275
3DD.003E2A324F_CX-151	-0.567
3DD.003E2A32BB_CX-61	-0.177
3DD.003E2A31BB_CX-144	0.365
3DD.003E2A3296_CX-68	-0.361
3DD.003E2A2BE4_CX-77	0.532
3DD.003E2A2BFB_CX-86	-0.529
3DD.003E2A3220_CX-147	-0.147
3DD.003E2A31B2_CX-115	-0.285
3DD.003E091036_CX-1	0.49
3DD.003E2A3201_CX-128	-0.032
3DD.003E2A2D35_CX-104	0.346
3DD.003E2A3239_CX-147	-0.13
3DD.003E2A2BEC_CX-72	0.941
3DD.003E2A3280_CX-50	0.81
3DD.003E2A31F0_CX-144	0.372
3DD.003E2A2D1F_CX-114	-1.032
3DD.003E2A2DA6_CX-38	0.623
3DD.003E2A328A_CX-57	-0.24
3DD.003E2A2D63_CX-35	-0.438
3DD.003E2A3250_CX-147	-0.115
3DD.003E2A2DB5_CX-35	-0.399
3DD.003E091005_CX-1	0.436
3DD.003E09104A_CX-7	-0.219
3DD.003E2A2C13_CX-70	-0.134
3DD.003E2A32BA_CX-61	-0.178
3DD.003E2A326A_CX-155	-0.1
3DD.003E2A2D7F_CX-38	0.595
3DD.003E2A31E7_CX-141	-0.393
3DD.003E091007_CX-7	-0.194
3DD.003E0911BB_CX-23	0.53
3DD.003E2A2BE3_CX-77	0.526
3DD.003E2A2D93_CX-35	-0.439
3DD.003E2A2D2F_CX-104	0.385
3DD.003E2A2C30_CX-97	-0.29
3DD.003E2A2BF2_CX-72	0.936
3DD.003E2A31EA_CX-144	0.355
3DD.003E2A3281_CX-50	0.825
3DD.003E09119A_CX-23	0.516
3DD.003E2A328B_CX-57	-0.251
3DD.003E2A31E8_CX-128	-0.018
3DD.003E2A2D39_CX-115	-0.267
3DD.003E2A328F_CX-68	-0.338
3DD.003E0911D7_CX-30	-0.231
3DD.003E2A31E6_CX-141	-0.375
3DD.003E2A2D8D_CX-35	-0.442
3DD.003E2A2D92_CX-35	-0.45
3DD.003E2A31C6_CX-125	-0.751
3DD.003E091034_CX-1	0.428
3DD.003E2A31B7_CX-128	0.004
3DD.003E2A321C_CX-151	-0.532
3DD.003E2A2B28_CX-97	-0.312
3DD.003E2A3237_CX-147	-0.106
3DD.003E2A32B5_CX-68	-0.316
3DD.003E2A3265_CX-152	-0.208
3DD.003E2A2D51_CX-115	-0.291
3DD.003E2A3291_CX-57	-0.248
3DD.003E2A2D61_CX-35	-0.424
3DD.003E2A2D85_CX-36	-0.314
3DD.003E2A2C20_CX-77	0.537
3DD.003E2A2B59_CX-97	-0.308
3DD.003E2A2BF3_CX-97	-0.275
3DD.003E0911C2_CX-23	0.514
3DD.003E2A3234_CX-152	-0.195
3DD.003E091017_CX-9	0.253
3DD.003E091010_CX-12	0.35
3DD.003E2A31D6_CX-144	0.369
3DD.003E2A31C5_CX-125	-0.764
3DD.003E091033_CX-1	0.498
3DD.003E2A2DA0_CX-39	0.261
3DD.003E2A3204_CX-128	-0.016
3DD.003E2A2C08_CX-77	0.544
3DD.003E2A2BEF_CX-72	0.954
3DD.003E2A31AF_CX-141	-0.4
3DD.003E2A325F_CX-152	-0.161
3DD.003E2A327E_CX-50	0.822
3DD.003E2A2C1F_CX-86	-0.496
3DD.003E2A2C24_CX-86	-0.524
3DD.003E2A32A5_CX-61	-0.184
3DD.003E2A2BFD_CX-70	-0.116
3DD.003E2A2C1A_CX-77	0.537
3DD.003E2A31F5_CX-125	-0.735
3DD.003E2A31D7_CX-134	0.103
3DD.003E09117E_CX-30	-0.241
3DD.003E2A328D_CX-68	-0.348
3DD.003E2A2D58_CX-114	-1.051
3DD.003E091018_CX-9	0.239
3DD.003E0911BE_CX-23	0.517
3DD.003E2A3283_CX-61	-0.129
3DD.003E2A3224_CX-155	-0.158
3DD.003E2A2D31_CX-104	0.391
3DD.003E2A32C0_CX-70	-0.136
3DD.003E2A3235_CX-147	-0.156
3DD.003E2A2D66_CX-39	0.264
3DD.003E2A3284_CX-50	0.822
3DD.003E2A31AE_CX-141	-0.396
3DD.003E2A325E_CX-152	-0.186
3DD.003E2A2DB8_CX-39	0.252
3DD.003E2A320F_CX-125	-0.741
3DD.003E2A2C23_CX-86	-0.525
3DD.003E2A3293_CX-57	-0.274
3DD.003E2A328E_CX-57	-0.265
3DD.003E2A3238_CX-151	-0.545
3DD.003E2A32A4_CX-61	-0.197
3DD.003E2A32C9_CX-48	-0.507
3DD.003E2A2BFC_CX-70	-0.129
3DD.003E2A31EF_CX-125	-0.709
3DD.003E2A31F4_CX-125	-0.74
3DD.003E2A3277_CX-48	-0.506
3DD.003E091001_CX-1	0.464
3DD.003E2A2DC0_CX-36	-0.326
3DD.003E2A324A_CX-151	-0.576
3DD.003E2A2BDF_CX-86	-0.504
3DD.003E2A328C_CX-68	-0.346
3DD.003E2A32AB_CX-48	-0.53
3DD.003E2A31DE_CX-141	-0.356
3DD.003E2A31BA_CX-134	0.105
3DD.003E2A2D40_CX-114	-1.05
3DD.003E091037_CX-13	0.609
3DD.003E2A2D99_CX-38	0.607
3DD.003E2A2D3B_CX-114	-1.051
3DD.003E091031_CX-1	0.458
3DD.003E2A32D7_CX-50	0.802
3DD.003E2A2DB7_CX-39	0.256
3DD.003E09122D_CX-13	0.654
3DD.003E2A2DA1_CX-38	0.653
3DD.003E2A2C22_CX-86	-0.53
3DD.003E2A2DAB_CX-35	-0.43
3DD.003E2A2D68_CX-38	0.589
3DD.003E09102C_CX-9	0.241
3DD.003E2A2DC1_CX-36	-0.312
3DD.003E2A2D5B_CX-104	0.332
3DD.003E2A32A7_CX-50	0.867
3DD.003E2A2D7A_CX-38	0.592
3DD.003E2A2D6A_CX-36	-0.309
3DD.003E2A31F6_CX-115	-0.27
3DD.003E091002_CX-7	-0.221
3DD.003E091023_CX-13	0.609
3DD.003E2A32CE_CX-61	-0.186
3DD.003E2A2B43_CX-97	-0.319
3DD.003E2A31BD_CX-125	-0.764
3DD.003E2A2D98_CX-38	0.632
3DD.003E091030_CX-1	0.442
3DD.003E2A2C05_CX-72	0.945
3DD.003E2A2D2A_CX-104	0.312
3DD.003E2A32B1_CX-68	-0.357
3DD.003E2A2BFA_CX-70	-0.134
3DD.003E2A3278_CX-68	-0.331
3DD.003E2A3279_CX-48	-0.473
3DD.003E2A2D0C_CX-114	-1.031
3DD.003E09102D_CX-9	0.227
3DD.003E2A2CFE_CX-114	-1.038
3DD.003E2A32AD_CX-48	-0.535
3DD.003E0911D2_CX-30	-0.223
3DD.003E2A2D25_CX-115	-0.284
3DD.003E0911F5_CX-13	0.62
3DD.003E2A2D97_CX-38	0.624
3DD.003E2A2C06_CX-72	0.958
3DD.003E2A3299_CX-61	-0.188
3DD.003E091025_CX-12	0.385
3DD.003E2A3208_CX-141	-0.401
3DD.003E2A2C04_CX-77	0.554
3DD.003E09101B_CX-13	0.603
3DD.003E2A32B0_CX-68	-0.335
3DD.003E2A2D56_CX-115	-0.276
3DD.003E2A324C_CX-155	-0.15
3DD.003E2A32A1_CX-61	-0.161
3DD.003E2A2BDA_CX-72	0.956
3DD.003E2A31F1_CX-125	-0.753
3DD.003E2A2D0D_CX-114	-1.036
3DD.003E2A3210_CX-144	0.368
3DD.003E09102E_CX-9	0.241
3DD.003E090FF6_CX-1	0.434
3DD.003E2A2C2F_CX-77	0.555
3DD.003E090FFB_CX-13	0.619
3DD.003E2A2DBE_CX-36	-0.29
3DD.003E2A325D_CX-147	-0.149
3DD.003E2A2BDC_CX-86	-0.512
3DD.003E2A32B3_CX-48	-0.53
3DD.003E2A32AE_CX-48	-0.531
3DD.003E2A2C34_CX-77	0.567
3DD.003E2A32B8_CX-57	-0.266
3DD.003E2A2D16_CX-104	0.376
3DD.003E2A2B45_CX-97	-0.316
3DD.003E2A2D43_CX-114	-1.047
3DD.003E2A3248_CX-152	-0.208
3DD.003E2A31F9_CX-141	-0.366
3DD.003E091019_CX-7	-0.213
3DD.003E2A31B1_CX-128	0.099
3DD.003E2A3207_CX-141	-0.374
3DD.003E2A3231_CX-147	-0.13
3DD.003E2A3292_CX-48	-0.524
3DD.003E2A2DAF_CX-39	0.272
3DD.003E2A324B_CX-155	-0.161
3DD.003E2A2B15_CX-97	-0.333
3DD.003E2A3276_CX-68	-0.34
3DD.003E2A2D65_CX-38	0.645
3DD.003E2A320A_CX-144	0.362
3DD.003E2A2D13_CX-114	-1.048
3DD.003E2A32B9_CX-61	-0.175
3DD.003E2A2D74_CX-35	-0.413
3DD.003E2A2D72_CX-36	-0.315
3DD.003E0911CB_CX-30	-0.237
3DD.003E2A31C3_CX-134	0.101
3DD.003E2A31DA_CX-141	-0.338
3DD.003E0911C8_CX-23	0.536
3DD.003E2A32CB_CX-61	-0.166
3DD.003E091197_CX-30	-0.159
3DD.003E2A32D0_CX-61	-0.17
3DD.003E2A329B_CX-50	0.798
3DD.003E2A3247_CX-152	-0.189
3DD.003E091004_CX-9	0.209
3DD.003E2A2C07_CX-86	-0.518
3DD.003E2A3297_CX-61	-0.192
3DD.003E2A31E9_CX-144	0.366
3DD.003E2A3230_CX-147	-0.149
3DD.003E09102A_CX-7	-0.174
3DD.003E2A322E_CX-151	-0.534
3DD.003E2A2BE1_CX-72	0.983
3DD.003E2A32BD_CX-50	0.845
3DD.003E0911B8_CX-30	-0.24
3DD.003E2A2D14_CX-114	-1.044
3DD.003E2A2D0F_CX-114	-1.043
3DD.003E2A31DB_CX-128	0.028
3DD.003E2A2D3A_CX-115	-0.267
3DD.003E2A2D73_CX-35	-0.41
3DD.003E2A2D8C_CX-39	0.308
3DD.003E2A31C4_CX-134	0.103
3DD.003E2A2C1B_CX-72	1
3DD.003E2A3218_CX-147	-0.108
3DD.003E2A3263_CX-151	-0.548
3DD.003E091022_CX-12	0.424
3DD.003E2A2D3F_CX-104	0.388
3DD.003E2A2BE2_CX-72	0.956
3DD.003E2A3232_CX-151	-0.545
3DD.003E2A2B17_CX-97	-0.314
3DD.003E2A32BE_CX-50	0.813
3DD.003E2A2BDD_CX-72	0.971
3DD.003E2A3215_CX-152	-0.132
3DD.003E2A32CD_CX-57	-0.261
3DD.003E2A32B6_CX-48	-0.51
3DD.003E2A3267_CX-155	-0.132
3DD.003E2A2DBF_CX-35	-0.449
3DD.003E09100F_CX-1	0.456
3DD.003E2A2D90_CX-39	0.253
3DD.003E091014_CX-1	0.464
3DD.003E2A2C1D_CX-70	-0.129
3DD.003E2A2C21_CX-72	0.939
3DD.003E2A2D0E_CX-104	0.352
3DD.003E2A2C1C_CX-72	0.973
3DD.003E2A329D_CX-50	0.869
3DD.003E091006_CX-9	0.266
3DD.003E091021_CX-12	0.338
3DD.003E2A2CFD_CX-115	-0.287
3DD.003E2A2D3E_CX-104	0.338
3DD.003E2A31C7_CX-128	-0.008
3DD.003E2A3214_CX-152	-0.181
3DD.003E2A2DB4_CX-38	0.619
3DD.003E091190_CX-23	0.513
3DD.003E2A327C_CX-57	-0.242
3DD.003E2A32B7_CX-48	-0.499
3DD.003E2A2D71_CX-35	-0.43
3DD.003E2A2D8A_CX-39	0.252
3DD.003E2A2CFF_CX-104	0.346
3DD.003E091013_CX-1	0.447
3DD.003E091009_CX-12	0.355
3DD.003E2A2B49_CX-97	-0.275
3DD.003E090FF4_CX-7	-0.236
3DD.003E2A329E_CX-68	-0.376
3DD.003E2A2BF6_CX-86	-0.51
3DD.003E2A2B30_CX-97	-0.294
3DD.003E2A3203_CX-141	-0.372
3DD.003E091043_CX-1	0.424
3DD.003E091039_CX-12	0.39
3DD.003E2A2D8F_CX-30	-0.226
3DD.003E2A2C18_CX-77	0.541
3DD.003E2A3246_CX-147	-0.104
3DD.003E2A31BF_CX-141	-0.392
3DD.003E2A326F_CX-152	-0.213
3DD.003E2A2DAE_CX-38	0.606
3DD.003E2A2C09_CX-70	-0.148
3DD.003E2A32CF_CX-57	-0.261
3DD.003E091191_CX-23	0.573
3DD.003E2A2D42_CX-115	-0.294
3DD.003E090FF1_CX-1	0.43
3DD.003E2A2D3D_CX-115	-0.259
3DD.003E2A2D70_CX-35	-0.443
3DD.003E2A2D76_CX-36	-0.295
3DD.003E49B959_CX-70	-0.131
3DD.003E2A2D64_CX-30	-0.235
3DD.003E090FEE_CX-7	-0.231
3DD.003E091193_CX-30	-0.209
3DD.003E2A2D48_CX-114	-1.003
3DD.003E2A2D91_CX-38	0.595
3DD.003E0911B3_CX-23	0.536
3DD.003E091008_CX-9	0.203
3DD.003E2A2C03_CX-86	-0.526
3DD.003E09101A_CX-12	0.365
3DD.003E2A322F_CX-155	-0.134
3DD.003E2A2B31_CX-97	-0.311
3DD.003E2A2DAA_CX-39	0.284
3DD.003E2A3254_CX-144	0.379
3DD.003E2A31BE_CX-141	-0.393
3DD.003E091221_CX-13	0.665
3DD.003E2A32D5_CX-57	-0.251
3DD.003E2A2DB2_CX-38	0.631
3DD.003E2A31FF_CX-125	-0.737
3DD.003E091011_CX-1	0.511
3DD.003E2A31C8_CX-134	0.135
3DD.003E2A2DB0_CX-36	-0.291
3DD.003E09118D_CX-30	-0.24
3DD.003E2A2D10_CX-104	0.346
3DD.003E2A32A0_CX-48	-0.518
3DD.003E090FFA_CX-9	0.188
3DD.003E2A2BF4_CX-86	-0.531
3DD.003E0911B4_CX-23	0.505
3DD.003E2A31DF_CX-144	0.42
3DD.003E2A323F_CX-147	-0.093
3DD.003E2A2DA9_CX-35	-0.413
3DD.003E2A2D19_CX-114	-1.037
3DD.003E2A326D_CX-152	-0.164
3DD.003E2A32D6_CX-57	-0.268
3DD.003E2A327A_CX-48	-0.513
3DD.003E2A2C2D_CX-86	-0.516
3DD.003E2A31C2_CX-141	-0.39
3DD.003E090FEA_CX-1	0.432
3DD.003E091003_CX-13	0.634
3DD.003E2A2B63_CX-97	-0.263
3DD.003E2A2D44_CX-115	-0.307
3DD.003E2A2B5E_CX-97	-0.289
3DD.003E2A2D78_CX-36	-0.306
3DD.003E2A2DB1_CX-36	-0.324
3DD.003E2A2DAC_CX-36	-0.311
3DD.003E09100D_CX-7	-0.211
3DD.003E0911B5_CX-23	0.544
3DD.003E2A32A6_CX-57	-0.27
3DD.003E2A3241_CX-152	-0.208
3DD.003E2A2C01_CX-86	-0.508
3DD.003E091012_CX-7	-0.226
3DD.003E2A2D28_CX-104	0.354
3DD.003E2A322D_CX-155	-0.13
3DD.003E2A31F2_CX-141	-0.377
3DD.003E2A3216_CX-151	-0.533
3DD.003E090FE9_CX-9	0.194
3DD.003E09103B_CX-1	0.498
3DD.003E091028_CX-13	0.575
3DD.003E2A323E_CX-147	-0.108
3DD.003E2A32C8_CX-50	0.818
3DD.003E2A2BF8_CX-70	-0.134
3DD.003E2A2D8B_CX-36	-0.298
3DD.003E2A3206_CX-125	-0.742
3DD.003E091194_CX-23	0.508
3DD.003E2A2D45_CX-115	-0.256
3DD.003E2A3285_CX-57	-0.261
3DD.003E091042_CX-7	-0.199
3DD.003E2A31AD_CX-144	0.375
3DD.003E2A32AA_CX-50	0.816
3DD.003E2A31FD_CX-125	-0.739
3DD.003E2A2D77_CX-38	0.606
3DD.003E2A3262_CX-155	-0.159
3DD.003E2A2C26_CX-72	0.943
3DD.003E09118B_CX-30	-0.231
3DD.003E2A2DAD_CX-36	-0.314
3DD.003E2A326E_CX-147	-0.144
3DD.003E2A2BED_CX-86	-0.459
3DD.003E090FF0_CX-7	-0.221
3DD.003E2A32A2_CX-48	-0.515
3DD.003E090FFC_CX-9	0.213
3DD.003E2A2D9F_CX-39	0.257
3DD.003E2A31EC_CX-141	-0.39
3DD.003E2A3273_CX-147	-0.126
3DD.003E2A2D27_CX-104	0.359
3DD.003E2A31CC_CX-125	-0.732
3DD.003E2A2C19_CX-86	-0.515
3DD.003E091035_CX-12	0.352
3DD.003E2A32D3_CX-48	-0.541
3DD.003E2A2D6E_CX-39	0.252
3DD.003E2A2BE8_CX-72	0.969
3DD.003E0911AC_CX-30	-0.167
3DD.003E2A31E2_CX-134	0.097
3DD.003E2A32D8_CX-57	-0.258
3DD.003E2A3209_CX-144	0.383
3DD.003E09103C_CX-7	-0.182
3DD.003E2A31C0_CX-141	-0.377
3DD.003E2A3270_CX-152	-0.213
3DD.003E091041_CX-7	-0.212
3DD.003E2A32AC_CX-61	-0.194
3DD.003E2A325C_CX-155	-0.157
3DD.003E2A3287_CX-68	-0.348
3DD.003E2A2D5E_CX-114	-1.037
3DD.003E2A3228_CX-152	-0.214
3DD.003E2A31D9_CX-141	-0.39
3DD.003E2A2C27_CX-72	0.976
3DD.003E09101E_CX-9	0.199
3DD.003E09118A_CX-30	-0.191
3DD.003E2A3219_CX-155	-0.15
3DD.003E2A32A3_CX-48	-0.532
3DD.003E2A3211_CX-147	-0.144
3DD.003E090FFD_CX-9	0.239
3DD.003E2A323A_CX-152	-0.192
3DD.003E2A32A8_CX-57	-0.281
3DD.003E2A2D26_CX-104	0.395
3DD.003E2A31CB_CX-125	-0.758
3DD.003E091029_CX-7	-0.2
3DD.003E2A31C1_CX-128	0.004
3DD.003E2A2D6D_CX-39	0.251
3DD.003E2A3282_CX-48	-0.522
3DD.003E2A31E3_CX-134	0.112
3DD.003E2A2C2A_CX-86	-0.521
3DD.003E2A2DC4_CX-39	0.252
3DD.003E091040_CX-7	-0.177
3DD.003E2A3244_CX-151	-0.558
3DD.003E2A3286_CX-68	-0.359
3DD.003E2A2D75_CX-38	0.679
3DD.003E2A2BD4_CX-77	0.526
3DD.003E2A31C9_CX-144	0.349
3DD.003E091026_CX-1	0.445
3DD.003E09103D_CX-13	0.636
3DD.003E09100A_CX-7	-0.22
3DD.003E2A32A9_CX-57	-0.229
3DD.003E2A31B3_CX-134	0.079
3DD.003E2A3213_CX-151	-0.547
3DD.003E2A2B36_CX-97	-0.327
3DD.003E2A31CA_CX-125	-0.702
3DD.003E2A3290_CX-50	0.809
3DD.003E2A31E0_CX-144	0.358
3DD.003E2A3274_CX-151	-0.565
3DD.003E49B91E_CX-70	-0.111
3DD.003E2A2BFF_CX-77	0.554
3DD.003E2A2D5A_CX-115	-0.275
3DD.003E2A2C0D_CX-77	0.545
3DD.003E2A2D6C_CX-39	0.261
3DD.003E2A2D8E_CX-36	-0.286
3DD.003E2A2DA5_CX-35	-0.437
3DD.003E2A31E4_CX-134	0.151
3DD.003E2A2DC3_CX-39	0.254
3DD.003E2A32B2_CX-50	0.827
3DD.003E2A3243_CX-151	-0.548
3DD.003E2A2D55_CX-104	0.351
3DD.003E0911D0_CX-23	0.528
3DD.003E2A32BC_CX-57	-0.258
3DD.003E2A31EB_CX-128	0.063
3DD.003E2A2C29_CX-72	0.931
3DD.003E2A2D7E_CX-35	-0.427
3DD.003E0911FA_CX-13	0.612
3DD.003E2A2D83_CX-35	-0.45
3DD.003E2A2D9C_CX-39	0.284
3DD.003E090FFF_CX-9	0.213
3DD.003E09103E_CX-13	0.631
3DD.003E2A3212_CX-151	-0.529
3DD.003E2A2B37_CX-97	-0.318
3DD.003E2A320D_CX-128	0.006
3DD.003E2A2D60_CX-115	-0.292
3DD.003E091027_CX-7	-0.187
3DD.003E091032_CX-12	0.361
3DD.003E2A2D94_CX-36	-0.322
3DD.003E2A31F8_CX-144	0.361
3DD.003E2A2C11_CX-77	0.571
3DD.003E2A31D8_CX-128	-0.018
3DD.003E2A3289_CX-57	-0.235
3DD.003E2A2D54_CX-104	0.412
3DD.003E2A327F_CX-68	-0.345
3DD.003E2A3242_CX-151	-0.536
3DD.003E2A2D89_CX-39	0.285
3DD.003E0911C7_CX-30	-0.235
3DD.003E2A2D05_CX-114	-1.034
3DD.003E2A3225_CX-152	-0.141
3DD.003E2A2D30_CX-115	-0.29
3DD.003E2A2BD2_CX-77	0.532
3DD.003E0911FB_CX-13	0.607
3DD.003E2A32C7_CX-61	-0.149
3DD.003E2A2D82_CX-35	-0.418
3DD.003E090FF9_CX-12	0.375
3DD.003E091024_CX-1	0.477
3DD.003E2A31B5_CX-134	0.101
3DD.003E2A2C32_CX-70	-0.128
3DD.003E2A320E_CX-128	0.079
3DD.003E2A31B9_CX-115	-0.267
3DD.003E2A3255_CX-152	-0.165
3DD.003E2A2D00_CX-115	-0.294
3DD.003E2A2BEE_CX-70	-0.143
3DD.003E2A2D95_CX-36	-0.301
3DD.003E2A31F7_CX-144	0.365
3DD.003E2A3205_CX-144	0.373
3DD.003E2A2D4E_CX-104	0.354
3DD.003E2A323C_CX-151	-0.557
3DD.003E2A32B4_CX-50	0.803
3DD.003E2A2D53_CX-104	0.341
3DD.003E2A3257_CX-147	-0.143
3DD.003E2A32AF_CX-50	0.801
3DD.003E2A2D06_CX-114	-1.04
3DD.003E2A31D5_CX-141	-0.394
3DD.003E0911CD_CX-23	0.52
3DD.003E090FF8_CX-12	0.369
3DD.003E2A31B6_CX-134	0.131
3DD.003E2A2C2C_CX-70	-0.14
3DD.003E2A2BD3_CX-97	-0.294
3DD.003E09123B_CX-13	0.631
3DD.003E49B920_CX-70	-0.137
3DD.003E2A329F_CX-61	-0.194
3DD.003E2A2C14_CX-86	-0.486
3DD.003E2A3229_CX-151	-0.564
3DD.003E2A2C0A_CX-77	0.537
3DD.003E2A3245_CX-155	-0.147
3DD.003E2A31E5_CX-125	-0.729
3DD.003E2A2DA2_CX-35	-0.461
3DD.003E2A2DBB_CX-39	0.264
3DD.003E09103A_CX-9	0.203
3DD.003E2A2C00_CX-70	-0.148
3DD.003E2A2D4D_CX-104	0.338
3DD.003E091049_CX-12	0.355
3DD.003E2A327D_CX-68	-0.32
